index,ID,date,Price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,dist_to_center
1749,3500100189,2014-06-30,300000.0,2,1.0,960,8153,1.0,0,0,3,6,960,0,1947,0,98155,47.7341,-122.3,1160,8199,13.421757490085849
1751,3856904740,2014-10-21,490000.0,2,1.0,950,3060,1.0,0,0,3,6,810,140,1925,0,98105,47.6698,-122.323,1510,3780,6.068331544227581
1752,254000445,2015-01-29,480000.0,6,3.75,2940,5054,2.0,0,0,3,7,2940,0,1942,2003,98146,47.5122,-122.385,1530,5320,12.062380666720198
1753,6821101837,2015-02-03,368000.0,2,2.0,930,1662,1.0,0,0,3,7,670,260,2002,0,98199,47.6518,-122.4,1780,2343,5.734916860975072
1755,7784400060,2015-01-20,545000.0,3,2.5,2370,9000,1.0,0,3,4,8,1570,800,1952,0,98146,47.4922,-122.365,2120,9500,13.971016395384252
1759,8670000060,2014-08-27,535000.0,4,2.5,2710,12138,1.0,0,0,3,8,1700,1010,1968,0,98155,47.7657,-122.29,2390,10052,17.012361687642773
1760,8113600004,2014-05-20,599950.0,3,2.5,2660,4975,2.0,0,0,3,8,2660,0,2014,0,98118,47.5487,-122.272,1840,6653,9.297801488925469
1761,235000075,2014-07-18,531000.0,5,2.75,2540,5022,1.0,0,0,4,8,1540,1000,1955,0,98108,47.5593,-122.3,2510,5182,7.198328350195302
1766,9521101221,2014-05-19,487250.0,4,2.0,1690,3250,1.5,0,0,3,7,1550,140,1901,0,98103,47.6637,-122.346,1620,3250,5.195726619102363
1767,6152900273,2014-09-09,301000.0,3,1.5,1030,8414,1.0,0,0,4,7,1030,0,1967,0,98155,47.7654,-122.297,1750,8414,16.864059095110857
1769,1180002378,2014-09-26,299000.0,4,2.5,1950,3000,2.0,0,0,3,7,1950,0,2002,0,98178,47.4977,-122.226,1170,6000,15.929170975431727
1771,2113700060,2014-10-14,400000.0,4,2.5,2350,3904,2.5,0,0,3,7,2350,0,1999,0,98106,47.5305,-122.351,1120,4000,9.635233769532483
1772,7016100570,2014-12-01,467500.0,4,2.5,3160,7210,1.0,0,0,4,7,1880,1280,1969,0,98034,47.7368,-122.183,2070,7560,17.94010202441775
1779,8911000030,2014-12-10,355000.0,3,1.0,1240,5400,1.0,0,0,4,7,1060,180,1940,0,98133,47.7115,-122.355,1429,5400,10.542687077848992
1780,2264500890,2014-05-08,712000.0,3,1.0,1250,4620,1.5,0,0,4,7,1150,100,1900,0,98103,47.651,-122.341,1900,4400,3.784848933677017
1783,8598900125,2015-04-06,443000.0,3,1.75,1530,8028,1.0,0,0,3,7,1200,330,1967,0,98177,47.7768,-122.361,1530,8028,17.816699553305668
1786,2492200335,2015-04-23,901000.0,4,3.25,1560,4080,1.0,0,0,3,7,1560,0,1916,0,98126,47.5347,-122.38,1370,4080,9.552466820783152
1787,2770606602,2015-03-05,552500.0,3,1.75,2040,5775,1.0,0,0,3,7,1410,630,1958,0,98199,47.6592,-122.393,1360,4400,5.980495660842899
1788,7211400990,2015-03-03,256000.0,2,1.0,860,5000,1.0,0,0,3,6,860,0,1915,1945,98146,47.5133,-122.356,1220,5000,11.569414427435513
1789,7148700160,2014-05-12,341000.0,3,1.5,1720,7119,1.5,0,0,4,7,1720,0,1952,0,98155,47.7535,-122.314,1590,7616,15.3375538093988
1794,6819100310,2015-04-14,950000.0,4,3.0,2420,4800,1.5,0,0,3,7,1520,900,1919,0,98119,47.6453,-122.358,1090,3800,3.3285575778203
1797,185000118,2015-02-23,212000.0,4,2.0,1880,7500,1.0,0,0,5,6,980,900,1946,0,98178,47.495,-122.266,1670,14350,14.76046458113601
1798,1139000685,2014-07-29,580000.0,4,2.75,2330,6703,1.5,0,0,3,7,1710,620,1983,0,98177,47.7066,-122.359,2060,7500,10.029980519114265
1799,5312100060,2014-11-11,465000.0,4,2.5,2200,3141,2.0,0,0,3,7,2060,140,1994,0,98144,47.5726,-122.305,1660,3175,5.719810709546242
1802,1705400055,2014-07-19,519000.0,4,1.0,1640,6305,1.5,0,0,5,6,1640,0,1907,0,98118,47.5563,-122.28,1590,4816,8.261170111130289
1805,3810000860,2015-05-06,240000.0,4,1.5,1920,7973,1.0,0,0,3,8,1920,0,1955,0,98178,47.4961,-122.235,2020,8840,15.717456122554267
1809,1138010510,2014-12-12,415000.0,3,1.5,1490,7275,1.0,0,0,3,7,1090,400,1974,0,98034,47.7148,-122.213,1420,7330,14.62062249345283
1810,4358700135,2014-11-18,480000.0,3,2.5,2360,9005,1.0,0,0,5,7,1340,1020,1929,0,98133,47.7076,-122.337,1520,9005,10.085605713782869
1816,6844703410,2014-09-24,587500.0,4,2.25,1780,6120,1.0,0,0,3,8,1310,470,1951,0,98115,47.6955,-122.287,1780,6120,9.70031119439324
1820,414100295,2014-06-23,275000.0,2,1.0,1180,6552,1.0,0,0,4,6,1180,0,1949,0,98133,47.7477,-122.342,1070,7200,14.533189958959415
1823,4322500055,2015-04-17,607000.0,5,1.75,1910,5428,1.0,0,0,3,8,1390,520,1954,0,98136,47.5333,-122.392,1820,5900,9.993116196955173
1824,3810000565,2014-07-02,255000.0,4,2.0,2430,8960,1.0,0,0,3,7,1430,1000,1960,0,98178,47.4979,-122.232,2430,8960,15.665606913415196
1825,461002025,2015-05-01,501000.0,2,2.0,1300,2500,1.0,0,0,4,7,770,530,1926,0,98117,47.6831,-122.373,1160,5000,7.674436118758778
1826,8559900140,2015-03-31,450000.0,3,1.0,1060,4650,1.0,0,0,3,7,910,150,1950,0,98116,47.5784,-122.393,1480,4750,5.674420464741492
1828,952002765,2014-11-14,460000.0,4,1.75,1720,3050,1.5,0,0,5,7,1040,680,1929,0,98116,47.5654,-122.384,1570,6100,6.492114581035409
1829,7101100055,2015-03-03,753000.0,3,1.75,2360,8290,1.0,0,0,4,7,1180,1180,1950,0,98115,47.6738,-122.281,1880,7670,7.8620123011697745
1830,3013300510,2015-05-06,389950.0,2,1.0,820,4234,1.0,0,1,3,6,820,0,1951,0,98136,47.5294,-122.386,1550,4236,10.24947388029542
1831,1623300765,2014-05-06,469000.0,2,1.0,1030,4400,1.0,0,0,3,7,1030,0,1924,0,98117,47.681,-122.361,1400,4200,7.235698058232522
1832,9322800260,2014-09-12,550000.0,4,1.75,2030,5688,2.0,0,4,4,9,1730,300,1939,0,98146,47.5071,-122.387,2320,11107,12.64903278003557
1833,6141600140,2014-09-04,565000.0,5,3.5,2700,11675,1.5,0,2,4,6,1950,750,1948,0,98133,47.7172,-122.349,2160,8114,11.148895865673037
1840,290000055,2014-05-16,720000.0,2,1.0,2020,7200,1.0,0,3,4,7,1700,320,1947,0,98146,47.506,-122.384,2020,7200,12.71157677958314
1842,3931900295,2015-04-23,824500.0,4,2.5,2610,3500,1.5,0,0,5,7,1610,1000,1927,0,98115,47.6848,-122.326,1820,3900,7.651780278468394
1844,9274200320,2015-04-13,580000.0,3,2.5,1740,1280,3.0,0,2,3,8,1740,0,2008,0,98116,47.589,-122.387,1740,1308,4.508906662270771
1846,4083306175,2015-04-01,805000.0,3,1.75,1080,3200,1.0,0,0,4,7,880,200,1926,0,98103,47.6503,-122.338,1780,5200,3.7252677954634255
1847,7588700204,2014-07-16,520000.0,4,1.75,1240,4532,1.5,0,0,4,7,1240,0,1944,0,98117,47.6892,-122.378,1260,4468,8.433370477920773
1852,2592400140,2015-02-11,386500.0,3,1.75,1520,7350,1.0,0,0,4,7,1140,380,1972,0,98034,47.7167,-122.17,1380,7350,17.079305381501875
1853,7135300046,2014-07-16,210000.0,2,1.0,1450,4750,1.0,0,0,3,7,850,600,1950,0,98118,47.5293,-122.272,1190,5000,11.130190460936657
1854,8665900295,2015-04-23,439500.0,3,2.5,1600,6510,1.0,0,0,3,7,940,660,1983,0,98155,47.7679,-122.308,1600,10507,16.988041431283747
1861,3013300055,2014-06-02,405000.0,2,1.75,1710,4234,2.0,0,0,3,7,1330,380,1920,1979,98136,47.5319,-122.386,1530,4556,9.985623478423308
1863,9151600695,2015-03-04,625000.0,3,2.0,2140,3600,2.0,0,0,3,8,1680,460,1911,1997,98116,47.5846,-122.383,2340,5400,4.663838000472793
1867,6414600262,2014-08-29,365000.0,2,1.0,990,8250,1.0,0,0,3,7,990,0,1955,0,98133,47.7252,-122.331,1080,8168,12.067250748118663
1870,7942601805,2014-09-11,618000.0,3,2.5,2340,3630,2.0,0,0,3,9,2340,0,1998,0,98122,47.6059,-122.307,1820,5120,3.002236509596534
1872,5505700055,2014-07-30,345000.0,5,3.0,2080,6150,1.0,0,0,3,7,1040,1040,1950,0,98116,47.5707,-122.394,1420,6150,6.391168171108659
1874,6703100135,2015-01-16,348000.0,3,1.5,1330,6768,1.0,0,0,4,7,1330,0,1952,0,98155,47.7366,-122.319,1320,6910,13.424456213491665
1889,3319500922,2015-04-21,345000.0,2,1.5,830,920,2.0,0,0,3,7,830,0,2005,0,98144,47.5998,-122.306,830,1200,3.400780780758639
1892,9265700045,2014-06-24,300000.0,3,1.0,2150,7007,1.0,0,0,3,6,2150,0,1954,0,98177,47.7615,-122.362,1720,9000,16.126767434945755
1895,4278900055,2014-05-28,599000.0,4,2.75,2020,2750,1.0,0,0,3,8,1010,1010,1917,2014,98122,47.6053,-122.291,1840,4000,4.145590155074792
1897,6381500505,2015-04-02,400000.0,3,1.0,1250,7157,1.0,0,0,3,7,1250,0,1944,2010,98125,47.7323,-122.304,1300,6796,13.15714502003027
1899,2548100140,2015-01-16,330000.0,4,1.5,1250,8400,1.0,0,0,3,7,960,290,1951,0,98155,47.7505,-122.315,1560,8400,14.996697063842502
1901,2126049032,2014-09-05,375000.0,3,1.75,1330,9417,1.0,0,0,5,6,710,620,1936,0,98125,47.7231,-122.301,1690,7937,12.219153223405463
1902,3876300890,2014-12-11,485000.0,4,2.75,2560,8956,1.0,0,0,4,7,1500,1060,1968,0,98034,47.7278,-122.177,2280,9234,17.527466650431844
1905,5100401160,2014-07-07,548800.0,4,1.0,1660,4704,1.5,0,0,3,7,1260,400,1930,0,98115,47.6918,-122.32,1360,5413,8.501259647374768
1906,2741100800,2014-07-08,315000.0,2,1.0,1080,2674,1.0,0,0,4,6,720,360,1919,0,98108,47.5595,-122.317,1250,5000,6.69603055852971
1907,34001160,2014-09-19,590000.0,3,2.0,3030,9374,1.0,0,1,4,7,2100,930,1959,0,98136,47.5289,-122.391,1990,6012,10.424499269911829
1910,8024201370,2014-12-08,400000.0,2,1.0,880,5111,1.0,0,0,3,6,880,0,1931,0,98115,47.6997,-122.314,1370,5111,9.457202106945244
1912,5306100240,2014-09-18,339950.0,3,2.0,1340,10200,1.5,0,0,3,7,1340,0,1953,0,98133,47.7756,-122.351,1420,10200,17.644011857692448
1915,7577700070,2014-08-28,577000.0,2,1.75,1620,4879,1.0,0,0,3,7,1040,580,1924,2011,98116,47.5703,-122.385,1500,5000,6.054065300329792
1919,1826049225,2015-04-17,460000.0,4,1.75,1870,8663,1.0,0,0,5,7,1870,0,1949,0,98133,47.7366,-122.35,1560,7800,13.307372087780664
1920,8150100240,2015-02-18,265000.0,2,1.0,620,4760,1.0,0,0,3,6,620,0,1941,0,98126,47.5286,-122.376,620,4760,10.12782030266304
1927,2113700335,2015-04-08,316500.0,3,1.75,1460,6360,1.0,0,2,3,7,1010,450,1979,0,98106,47.5311,-122.353,1400,4240,9.57861663674473
1928,3972900160,2015-04-03,190000.0,4,2.0,1580,6250,1.0,0,0,3,7,860,720,1977,0,98155,47.7659,-122.31,1580,6250,16.7453611603383
1929,2767603215,2014-05-16,490000.0,3,2.0,1450,2400,1.5,0,0,3,8,1450,0,1900,2003,98107,47.6726,-122.381,1450,4275,6.790201053532173
1932,9188200570,2014-09-02,333800.0,5,3.0,1980,3868,1.0,0,0,3,7,1220,760,1990,0,98118,47.5173,-122.275,1970,3868,12.220045287801089
1934,5141000685,2014-10-21,320000.0,4,1.75,1660,6200,1.0,0,0,4,6,830,830,1948,0,98108,47.56,-122.316,1780,5968,6.665782837985293
1950,312000135,2014-05-20,483945.0,2,1.75,1480,5120,1.0,0,0,4,6,840,640,1951,0,98116,47.558,-122.392,1090,5120,7.501546677792231
1960,6430500186,2014-11-04,800000.0,4,1.5,1790,3952,1.5,0,0,4,8,1790,0,1932,0,98103,47.689,-122.352,1200,3876,8.030842795752692
1962,1370802650,2014-07-29,605000.0,3,2.0,2660,4500,1.0,0,0,4,7,1330,1330,1922,0,98199,47.6391,-122.403,1790,5000,5.0905938487150655
1965,8952900260,2014-09-19,375000.0,3,1.0,1130,12500,1.5,0,0,3,7,1130,0,1954,0,98118,47.5491,-122.268,2280,8750,9.438395575231798
1966,1972202080,2014-07-10,725000.0,2,1.75,1950,2719,1.0,0,0,5,7,1010,940,1919,0,98103,47.6513,-122.346,1360,1256,3.818122596897449
1969,2856100125,2014-10-01,439000.0,2,1.0,800,5100,1.0,0,0,3,7,800,0,1945,0,98117,47.6775,-122.388,1330,5100,7.507343635440442
1973,952005224,2014-11-05,409000.0,2,1.0,890,3271,1.0,0,0,4,6,890,0,1918,0,98116,47.5631,-122.381,1190,5175,6.620617702907952
1974,4443801160,2014-06-10,420000.0,2,1.0,860,3880,1.0,0,0,4,6,860,0,1916,0,98117,47.6862,-122.391,1230,4260,8.476890520229201
1975,5101404170,2014-11-13,200000.0,1,0.75,680,9600,1.0,0,0,3,5,680,0,1947,0,98115,47.6964,-122.306,1580,6624,9.264587040551689
1980,3619600132,2014-09-15,635000.0,3,1.75,2940,6000,1.0,0,2,4,8,1590,1350,1957,0,98177,47.7235,-122.369,2880,8100,11.994709620492197
1983,434000030,2014-12-19,555000.0,3,2.0,2080,7020,1.0,0,0,4,7,1040,1040,1951,0,98115,47.6768,-122.285,1920,7000,7.963564251147923
1984,1138000830,2014-09-09,310000.0,3,1.0,1990,7173,1.0,0,0,3,7,1990,0,1972,0,98034,47.7116,-122.213,1320,7245,14.358144025220104
1986,8822901200,2014-07-23,430000.0,6,3.0,2630,8800,1.0,0,0,3,7,1610,1020,1959,0,98125,47.7166,-122.293,1220,1173,11.702580238441024
1988,3856901525,2014-10-01,627500.0,4,1.0,1560,4080,1.5,0,0,3,7,1560,0,1923,0,98103,47.6711,-122.331,1890,4080,6.087735345648713
1989,1180500070,2014-11-24,335000.0,4,2.5,2330,7050,2.0,0,0,3,8,2330,0,1998,0,98178,47.5001,-122.231,1810,5424,15.499996027957703
1994,993002325,2014-06-23,430000.0,2,1.5,950,4625,1.0,0,0,4,7,950,0,1949,0,98103,47.6912,-122.34,1440,4625,8.25440872625462
1996,179000350,2014-11-05,194000.0,3,1.5,1010,5000,1.0,0,0,3,6,1010,0,1943,0,98178,47.4925,-122.278,980,5000,14.691089073782116
2000,3856901715,2014-09-24,470450.0,2,1.0,1010,3400,1.0,0,0,3,7,1010,0,1921,0,98103,47.6711,-122.329,1800,3600,6.112587492578418
2003,4319200505,2014-06-17,560000.0,5,1.0,1710,9100,1.5,0,0,4,7,1320,390,1926,0,98126,47.5379,-122.378,1880,9100,9.168645099135444
2006,1337800045,2014-10-01,625000.0,3,1.75,1660,4800,2.0,0,0,3,7,1660,0,1906,2014,98112,47.6296,-122.308,1660,4800,3.007117767108414
2008,1112000125,2014-09-30,463500.0,1,1.0,1090,8750,1.0,0,0,4,6,1090,0,1924,0,98118,47.54,-122.269,1830,5000,10.224932534907596
2013,3226049117,2015-02-13,387500.0,2,1.0,870,6126,1.0,0,0,4,7,870,0,1938,0,98125,47.7024,-122.322,1620,6126,9.63124779057474
2017,3383900058,2014-11-18,580000.0,3,3.25,1490,857,3.0,0,0,3,8,1220,270,2001,0,98102,47.6357,-122.324,1550,1092,2.5414001467841625
2019,1823049171,2014-12-18,275000.0,5,1.5,1950,9000,1.0,0,0,3,7,1130,820,1964,0,98146,47.4882,-122.339,1680,9526,14.32636312626738
2020,3760500516,2014-07-24,835000.0,5,4.0,3600,14720,1.0,0,2,5,8,1800,1800,1960,0,98034,47.7022,-122.227,3600,15358,12.879447774537931
2022,534000075,2014-05-06,329350.0,2,1.0,720,6687,1.0,0,0,3,6,720,0,1942,0,98117,47.7001,-122.362,840,6687,9.343108010534488
2025,2767600400,2014-11-18,719950.0,3,2.25,2190,2416,3.0,0,0,3,8,2190,0,2014,0,98117,47.6758,-122.38,1510,3615,7.0864065251990205
2026,5347200160,2014-05-12,235000.0,1,1.0,810,2451,1.0,0,0,5,7,810,0,1941,0,98126,47.5188,-122.376,980,1198,11.188621791481571
2027,9553200125,2015-03-31,875000.0,3,1.5,2440,5750,1.0,0,0,3,8,1320,1120,1939,0,98115,47.6991,-122.296,2160,6820,9.797551905469115
2032,2414600400,2014-08-05,210000.0,2,2.0,1190,7570,1.0,0,0,3,6,1190,0,1939,0,98146,47.5113,-122.338,1190,7635,11.761022948804456
2033,2461900510,2014-09-26,350000.0,4,1.0,1010,6000,1.0,0,0,3,6,750,260,1925,0,98136,47.5518,-122.383,1450,6000,7.83210439519116
2035,251200200,2014-06-27,464900.0,4,2.25,2020,8424,1.0,0,0,4,7,1380,640,1979,0,98034,47.7262,-122.233,2030,7236,14.693312765603691
2036,513000550,2014-09-22,650000.0,3,2.0,2520,5980,1.0,0,0,3,8,1790,730,1957,0,98116,47.5767,-122.383,1590,5750,5.371657568634409
2037,8730000260,2015-05-04,369950.0,2,2.75,1370,1140,2.0,0,0,3,8,1080,290,2009,0,98133,47.7053,-122.342,1370,1090,9.81872891533889
2038,3395040550,2014-07-28,250000.0,3,2.5,1530,2890,2.0,0,0,3,7,1530,0,2001,0,98108,47.5434,-122.293,1540,2890,9.018640088395838
2039,3395040550,2015-04-29,320000.0,3,2.5,1530,2890,2.0,0,0,3,7,1530,0,2001,0,98108,47.5434,-122.293,1540,2890,9.018640088395838
2042,2767600171,2014-05-19,440000.0,2,1.5,1010,1968,1.5,0,0,5,5,1010,0,1906,0,98107,47.6757,-122.385,1760,4200,7.229122098273036
2045,9269200786,2014-07-22,399950.0,4,1.5,1850,6125,1.5,0,0,3,6,1110,740,1945,0,98126,47.5352,-122.37,990,6125,9.31078261528045
2047,3558910640,2015-04-01,528000.0,4,1.75,1860,9750,1.0,0,0,3,7,1460,400,1969,0,98034,47.7097,-122.202,1900,8913,14.783114597442658
2048,3761100341,2014-08-28,545000.0,4,1.75,1940,8990,1.0,0,0,4,8,1560,380,1956,0,98034,47.7021,-122.241,2310,11745,12.184885546641212
2053,5727500102,2015-04-26,195000.0,3,1.0,1280,6967,1.5,0,0,3,7,1280,0,1949,0,98155,47.7512,-122.329,1280,7245,14.96139460123805
2056,8122101146,2014-09-29,320000.0,2,1.0,710,5200,1.0,0,2,4,6,710,0,1942,0,98126,47.5376,-122.371,1610,5200,9.067001307861736
2059,4073800140,2014-08-11,429000.0,3,3.25,2210,3600,2.0,0,0,3,8,1820,390,1995,0,98125,47.7031,-122.279,2010,6690,10.723338461479672
2061,6632300478,2014-09-16,400000.0,4,2.0,1350,7255,1.0,0,0,4,7,1350,0,1959,0,98125,47.7287,-122.31,1050,7288,12.670886339866229
2062,4083800340,2015-04-02,462000.0,5,2.0,1380,4300,1.5,0,0,3,7,1380,0,1916,0,98103,47.6647,-122.337,1830,3800,5.325912801544815
2063,9214400135,2015-03-10,510000.0,2,1.0,890,6095,1.0,0,0,3,7,890,0,1947,0,98115,47.6823,-122.298,1450,5985,8.02096419159129
2066,2296700260,2014-06-26,460000.0,3,2.5,1730,8490,1.0,0,0,3,7,1210,520,1969,0,98034,47.7187,-122.219,1870,7400,14.655907125384294
2069,461003251,2014-08-01,437000.0,3,2.25,1130,1221,2.0,0,0,3,8,1030,100,2004,0,98117,47.6799,-122.375,1300,5000,7.380924452828397
2073,7452500045,2014-08-05,235000.0,2,1.0,870,5000,1.0,0,0,3,6,870,0,1949,0,98126,47.5186,-122.375,820,5000,11.194252621048625
2074,2489200070,2014-07-20,767500.0,6,3.5,2410,6000,2.0,0,4,3,9,2220,190,1916,1990,98136,47.54,-122.382,1980,6000,9.036209577476525
2077,2239800070,2014-06-27,417000.0,4,2.25,2300,7700,1.0,0,0,3,7,1380,920,1959,0,98125,47.7137,-122.322,2010,8820,10.872062415988792
2079,1336800160,2014-06-05,875000.0,5,2.5,2920,5568,2.0,0,0,3,8,2320,600,1906,0,98112,47.6265,-122.312,2970,5568,2.5866436456677286
2080,7519000570,2014-11-10,545000.0,4,1.5,1370,3708,1.5,0,0,3,7,1370,0,1926,0,98117,47.6849,-122.363,2030,3708,7.689618252469144
2090,3380900160,2015-04-28,502000.0,4,1.5,1700,8400,1.0,0,0,3,7,1700,0,1953,0,98177,47.7677,-122.359,1750,8475,16.79673495415776
2092,3448000270,2015-03-13,398500.0,3,1.0,1200,15960,1.5,0,0,3,6,1200,0,1945,0,98125,47.7163,-122.299,1120,7800,11.53325693576832
2093,8701600510,2015-04-14,700000.0,2,1.5,1850,4945,1.5,0,2,4,7,1850,0,1907,1969,98126,47.5742,-122.379,1850,4950,5.4532092212133385
2095,9178600135,2014-08-26,800000.0,4,2.0,2130,2800,1.0,0,0,5,7,1070,1060,1922,0,98103,47.6545,-122.333,1990,3990,4.243032480554313
2097,8161600135,2014-05-27,688000.0,4,3.0,3000,4000,1.5,0,3,3,8,1970,1030,1913,2014,98144,47.5744,-122.307,1900,4000,5.471376412308892
2098,2568300132,2014-10-08,521000.0,3,2.0,1870,5455,1.0,0,0,5,7,1060,810,1926,0,98125,47.7029,-122.297,1870,7435,10.16645526985549
2099,6414100111,2014-11-05,365000.0,2,1.0,990,9223,1.0,0,0,3,7,990,0,1949,0,98125,47.72,-122.32,1230,7244,11.587117411341673
2100,9818700320,2014-10-07,491000.0,3,2.0,2005,7000,1.0,0,0,3,7,1605,400,1980,0,98122,47.6039,-122.298,1750,4500,3.7094783206071393
2103,2767601031,2015-02-02,583500.0,4,1.0,1530,3900,1.5,0,0,4,7,1530,0,1908,0,98107,47.6748,-122.379,1300,3900,6.9549780757705415
2110,9280200030,2014-07-17,490000.0,2,1.5,1590,4500,1.0,0,0,4,7,920,670,1946,0,98116,47.5831,-122.392,1900,4450,5.237682757109599
2111,6159400030,2014-10-08,399950.0,3,2.0,2050,9396,1.0,0,0,5,7,1170,880,1960,0,98155,47.7447,-122.328,1680,9391,14.246539044612682
2115,251200240,2014-07-25,491500.0,4,2.75,2100,7236,1.0,0,0,3,8,1400,700,1979,0,98034,47.7267,-122.232,1900,7519,14.781431033021418
2118,6762700340,2015-04-27,852000.0,3,3.0,2400,4000,2.0,0,0,3,7,1860,540,1905,0,98102,47.6288,-122.321,1750,3940,2.136712404987529
2124,9551202025,2014-06-25,800000.0,2,1.0,1740,5719,1.0,0,0,3,8,1740,0,1955,0,98103,47.6729,-122.335,1980,5000,6.2479404092209565
2129,7100000135,2014-05-20,330000.0,2,1.0,860,8308,1.0,0,0,4,7,860,0,1948,0,98146,47.5075,-122.377,1310,8308,12.432956676562664
2130,2483200060,2014-06-12,678500.0,3,2.0,2460,6600,1.0,0,2,4,8,1370,1090,1952,0,98136,47.5215,-122.383,2150,6600,11.02517712124532
2131,2592400550,2014-07-09,463000.0,4,2.5,1980,6660,2.0,0,0,4,7,1980,0,1974,0,98034,47.7158,-122.167,1980,7150,17.18676680410604
2132,2113701200,2014-09-12,250000.0,2,1.0,670,4640,1.0,0,0,3,6,670,0,1943,0,98106,47.53,-122.351,870,4501,9.690737295827564
2133,5249804510,2014-07-16,655000.0,3,2.0,1410,4800,1.5,0,0,4,8,1410,0,1927,0,98118,47.5597,-122.267,1820,7200,8.57448383548565
2137,3810000202,2014-09-05,251700.0,3,2.25,1810,11800,1.0,0,0,3,7,1240,570,1977,0,98178,47.4997,-122.231,1810,5641,15.53733412688134
2138,1226039129,2015-02-09,400000.0,4,2.0,1560,8250,1.0,0,0,3,8,1320,240,1964,0,98177,47.7565,-122.358,1870,8258,15.54916650906731
2145,6378500105,2014-12-24,415000.0,2,1.0,1510,6807,1.0,0,0,3,7,1090,420,1939,0,98133,47.711,-122.353,1460,6807,10.47604704911993
2148,2767603210,2014-12-10,670950.0,3,2.5,1790,2375,3.0,0,0,3,8,1790,0,2007,0,98107,47.6726,-122.38,1450,2400,6.759555618072105
2156,4315700390,2014-06-30,410000.0,1,1.5,1010,5750,1.0,0,0,3,7,1010,0,1911,1948,98136,47.5411,-122.392,1230,5750,9.190620363437224
2160,9521100106,2014-08-26,440000.0,4,1.0,1780,4000,1.5,0,0,3,7,1780,0,1922,0,98103,47.6624,-122.354,1750,4000,5.108675872588143
2163,7234601162,2014-09-15,570000.0,3,3.5,1460,1021,2.0,0,0,3,8,1150,310,2006,0,98122,47.6169,-122.309,1460,1245,2.586416597080211
2166,408100105,2014-11-03,265000.0,3,1.0,800,5760,1.0,0,0,3,6,700,100,1949,0,98155,47.7505,-122.317,1060,6628,14.976126465349164
2169,1355200060,2014-09-04,765000.0,4,2.5,3300,10764,1.0,0,0,4,9,1720,1580,1971,0,98177,47.7119,-122.365,2290,10975,10.67402919067936
2174,6840701125,2015-04-22,638000.0,3,1.0,1830,4400,1.5,0,0,4,8,1720,110,1930,0,98122,47.6052,-122.3,1650,4400,3.515561870866405
2175,7443000640,2014-09-12,460000.0,3,1.75,1400,2003,1.0,0,0,4,8,700,700,1908,2006,98119,47.6508,-122.368,1370,1281,4.18218634734126
2180,2688100075,2014-05-06,488000.0,5,2.0,2020,5000,1.5,0,0,4,7,2020,0,1938,0,98117,47.6949,-122.37,1510,6600,8.886053428221487
2182,6619510060,2015-03-27,499000.0,4,3.0,2030,12675,2.0,0,0,3,7,2030,0,1982,0,98177,47.7689,-122.379,1990,7705,17.097732845124334
2183,4058802105,2014-09-04,150000.0,3,1.0,1450,6776,1.0,0,0,3,7,1450,0,1952,0,98178,47.5056,-122.244,1680,7200,14.463710841203536
2185,8026700105,2015-02-18,700000.0,4,2.75,2870,8625,1.0,0,1,4,8,1860,1010,1959,0,98155,47.7425,-122.289,2430,8479,14.538920856433014
2187,623049315,2014-07-01,330000.0,3,2.5,1680,11312,1.0,0,0,3,7,1080,600,1959,0,98146,47.5051,-122.344,1390,10700,12.443229859085331
2188,6632900340,2014-11-24,360000.0,4,2.0,1850,8827,1.0,0,0,3,7,1850,0,1969,0,98155,47.7406,-122.313,1310,6901,13.931742004756352
2189,6798100070,2015-05-11,467000.0,3,1.0,1220,8040,1.5,0,0,3,7,1220,0,1965,0,98125,47.7133,-122.308,1360,8040,11.032827733482025
2208,1370804100,2015-03-24,783000.0,4,2.75,2080,5000,1.0,0,0,5,8,1470,610,1940,0,98199,47.6422,-122.403,1970,5000,5.265514595386544
2211,3438500339,2014-05-26,276000.0,3,1.0,1140,5000,1.0,0,0,3,7,1140,0,1960,0,98106,47.5535,-122.362,1140,5000,7.196272461587039
2213,4427100105,2015-04-28,398000.0,4,1.0,1430,6240,1.5,0,0,5,7,1430,0,1953,0,98125,47.7272,-122.311,1410,6240,12.49264303528194
2214,2767800140,2015-03-13,775000.0,3,3.0,1820,4300,1.5,0,0,4,8,1620,200,1914,1983,98107,47.6711,-122.364,1440,4300,6.208057049078522
2218,5309100295,2014-10-17,782000.0,4,1.75,1500,6820,1.5,0,0,5,7,1500,0,1905,0,98117,47.6794,-122.37,1360,4125,7.21640645974133
2220,1926059155,2015-01-30,257000.0,3,1.75,1850,10920,1.5,0,0,3,6,1850,0,1915,0,98034,47.7244,-122.222,1510,7871,15.012805164625355
2227,3755100520,2015-04-27,465000.0,3,1.75,1490,10757,1.0,0,0,3,7,1060,430,1966,0,98034,47.72,-122.229,1490,10609,14.306706884138398
2234,269000070,2015-01-06,608000.0,4,3.0,2400,7680,1.0,0,0,3,7,1200,1200,1956,0,98199,47.6466,-122.389,2670,6342,4.738319610988376
